#NCBI-GeneID,XB-GENE-ID,GENE_SYMBOL
GeneID:105947860,NA,LOC105947860
GeneID:105947862,NA,LOC105947862
GeneID:105947864,NA,LOC105947864
GeneID:105947865,NA,LOC105947865
GeneID:105947880,NA,LOC105947880
GeneID:105947900,NA,LOC105947900
GeneID:105947904,NA,LOC105947904
GeneID:105947908,NA,LOC105947908
GeneID:105947909,NA,LOC105947909
GeneID:105947919,NA,LOC105947919
GeneID:105947920,NA,LOC105947920
GeneID:105947923,NA,LOC105947923
GeneID:105947927,XB-GENE-479735,il11
GeneID:105947938,NA,LOC105947938
GeneID:105947943,NA,LOC105947943
GeneID:105947944,NA,LOC105947944
GeneID:105947951,NA,LOC105947951
GeneID:105947966,NA,LOC105947966
GeneID:105947969,NA,LOC105947969
GeneID:105947975,NA,LOC105947975
GeneID:105947978,XB-GENE-22166272,muc5acl
GeneID:105948016,NA,c7h10orf95
GeneID:105948055,XB-GENE-980427,p2rx6
GeneID:105948063,NA,LOC105948063
GeneID:105948066,NA,LOC105948066
GeneID:105948070,NA,LOC105948070
GeneID:105948083,NA,LOC105948083
GeneID:105948087,NA,LOC105948087
GeneID:105948093,NA,pla2g4d
GeneID:105948101,NA,LOC105948101
GeneID:105948102,NA,LOC105948102
GeneID:105948110,NA,LOC105948110
GeneID:105948111,NA,LOC105948111
GeneID:105948115,NA,LOC105948115
GeneID:105948117,NA,LOC105948117
GeneID:105948119,NA,LOC105948119
GeneID:105948120,NA,LOC105948120
GeneID:105948123,NA,LOC105948123
GeneID:105948124,NA,LOC105948124
GeneID:105948131,NA,LOC105948131
GeneID:105948139,NA,LOC105948139
GeneID:105948151,NA,LOC105948151
GeneID:105948168,XB-GENE-1007613,oip5
GeneID:105948176,NA,LOC105948176
GeneID:105948179,NA,LOC105948179
GeneID:105948180,NA,LOC105948180
GeneID:105948196,NA,LOC105948196
GeneID:105948211,NA,LOC105948211
GeneID:105948215,NA,LOC105948215
GeneID:105948220,NA,LOC105948220
GeneID:105948225,NA,LOC105948225
GeneID:105948226,NA,LOC105948226
GeneID:105948227,NA,LOC105948227
GeneID:105948229,NA,brd3os
GeneID:105948230,NA,LOC105948230
GeneID:105948244,NA,LOC105948244
GeneID:105948245,NA,LOC105948245
GeneID:105948249,NA,LOC105948249
GeneID:105948275,NA,inafm2
GeneID:105948278,XB-GENE-22068026,meiosin
GeneID:105948285,NA,c1h12orf43
GeneID:105948286,XB-GENE-5900054,inafm1
GeneID:105948292,NA,LOC105948292
GeneID:105948297,NA,LOC105948297
GeneID:105948302,NA,LOC105948302
GeneID:105948304,NA,LOC105948304
GeneID:105948305,NA,ctxnd1
GeneID:105948306,NA,LOC105948306
GeneID:105948311,NA,LOC105948311
GeneID:105948322,NA,LOC105948322
GeneID:105948323,XB-GENE-984971,lif
GeneID:105948353,NA,LOC105948353
GeneID:105948355,NA,LOC105948355
GeneID:105948357,NA,LOC105948357
GeneID:105948358,NA,LOC105948358
GeneID:105948360,NA,card11
GeneID:105948365,NA,LOC105948365
GeneID:105948368,NA,LOC105948368
GeneID:105948370,NA,LOC105948370
GeneID:105948372,NA,LOC105948372
GeneID:105948375,XB-GENE-22065614,sprtnl.3
GeneID:105948377,NA,LOC105948377
GeneID:105948379,NA,LOC105948379
GeneID:105948380,NA,LOC105948380
GeneID:105948384,NA,LOC105948384
GeneID:105948387,NA,LOC105948387
GeneID:105948396,NA,LOC105948396
GeneID:105948404,XB-GENE-5969988,tdrd6
GeneID:105948415,NA,LOC105948415
GeneID:105948432,XB-GENE-6032779,fam237a
GeneID:105948453,NA,LOC105948453
GeneID:105948474,NA,LOC105948474
GeneID:105948498,NA,LOC105948498
GeneID:105948499,NA,LOC105948499
GeneID:105948501,NA,izumo3
GeneID:105948509,NA,LOC105948509
GeneID:105948534,NA,LOC105948534
GeneID:105948545,NA,LOC105948545
GeneID:105948546,NA,LOC105948546
GeneID:105948553,NA,tmem265
GeneID:105948557,NA,LOC105948557
GeneID:105948563,NA,LOC105948563
GeneID:105948566,XB-GENE-22067959,adgrf4
GeneID:106557435,XB-GENE-6461262,aire
GeneID:106557436,XB-GENE-6460521,ccr2
GeneID:106557438,XB-GENE-6462293,uqcc3
GeneID:108644432,XB-GENE-487708,tfrc
GeneID:108644442,XB-GENE-22063938,c9h2orf80
GeneID:108644447,NA,LOC108644447
GeneID:108644448,NA,srrm4
GeneID:108644450,XB-GENE-22068277,cntrob
GeneID:108644458,NA,LOC108644458
GeneID:108644459,NA,LOC108644459
GeneID:108644461,NA,LOC108644461
GeneID:108644463,NA,LOC108644463
GeneID:108644464,NA,LOC108644464
GeneID:108644466,NA,LOC108644466
GeneID:108644467,NA,LOC108644467
GeneID:108644471,XB-GENE-948455,lrriq4
GeneID:108644473,NA,LOC108644473
GeneID:108644474,NA,LOC108644474
GeneID:108644477,NA,LOC108644477
GeneID:108644478,NA,LOC108644478
GeneID:108644479,NA,LOC108644479
GeneID:108644483,NA,LOC108644483
GeneID:108644486,XB-GENE-29072280,LOC108644486
GeneID:108644487,NA,LOC108644487
GeneID:108644489,NA,LOC108644489
GeneID:108644495,NA,LOC108644495
GeneID:108644500,NA,LOC108644500
GeneID:108644502,NA,LOC108644502
GeneID:108644504,NA,LOC108644504
GeneID:108644510,NA,LOC108644510
GeneID:108644514,NA,LOC108644514
GeneID:108644517,NA,LOC108644517
GeneID:108644519,NA,LOC108644519
GeneID:108644520,NA,LOC108644520
GeneID:108644698,NA,LOC108644698
GeneID:108644699,NA,LOC108644699
GeneID:108644702,NA,LOC108644702
GeneID:108644705,NA,LOC108644705
GeneID:108644715,XB-GENE-5764770,gypc
GeneID:108644721,NA,LOC108644721
GeneID:108644743,XB-GENE-22041716,gal3st4.5
GeneID:108644767,NA,LOC108644767
GeneID:108644768,NA,LOC108644768
GeneID:108644772,NA,LOC108644772
GeneID:108644777,NA,LOC108644777
GeneID:108644779,NA,LOC108644779
GeneID:108644780,NA,LOC108644780
GeneID:108644783,NA,LOC108644783
GeneID:108644785,NA,LOC108644785
GeneID:108644787,NA,LOC108644787
GeneID:108644793,NA,LOC108644793
GeneID:108644798,NA,LOC108644798
GeneID:108644799,NA,LOC108644799
GeneID:108644800,NA,LOC108644800
GeneID:108644811,NA,LOC108644811
GeneID:108644814,NA,LOC108644814
GeneID:108644815,NA,LOC108644815
GeneID:108644818,NA,LOC108644818
GeneID:108644826,NA,LOC108644826
GeneID:108644827,NA,LOC108644827
GeneID:108644828,NA,LOC108644828
GeneID:108644829,NA,LOC108644829
GeneID:108644830,NA,LOC108644830
GeneID:108644833,NA,LOC108644833
GeneID:108644839,NA,LOC108644839
GeneID:108644841,NA,LOC108644841
GeneID:108644844,NA,LOC108644844
GeneID:108644855,NA,LOC108644855
GeneID:108644859,NA,LOC108644859
GeneID:108644865,NA,LOC108644865
GeneID:108644866,NA,LOC108644866
GeneID:108644870,NA,LOC108644870
GeneID:108644873,NA,LOC108644873
GeneID:108644876,NA,LOC108644876
GeneID:108645134,NA,LOC108645134
GeneID:108645137,NA,LOC108645137
GeneID:108645138,NA,c2h17orf50
GeneID:108645141,NA,LOC108645141
GeneID:108645149,NA,LOC108645149
GeneID:108645154,XB-GENE-22065104,xlcgf26.1l
GeneID:108645161,NA,LOC108645161
GeneID:108645183,NA,LOC108645183
GeneID:108645185,NA,LOC108645185
GeneID:108645188,NA,LOC108645188
GeneID:108645196,NA,LOC108645196
GeneID:108645198,NA,LOC108645198
GeneID:108645212,NA,LOC108645212
GeneID:108645216,NA,LOC108645216
GeneID:108645225,NA,LOC108645225
GeneID:108645227,NA,LOC108645227
GeneID:108645237,NA,LOC108645237
GeneID:108645245,NA,LOC108645245
GeneID:108645249,NA,LOC108645249
GeneID:108645253,NA,LOC108645253
GeneID:108645255,NA,LOC108645255
GeneID:108645256,NA,LOC108645256
GeneID:108645259,NA,LOC108645259
GeneID:108645262,NA,LOC108645262
GeneID:108645269,NA,LOC108645269
GeneID:108645272,NA,LOC108645272
GeneID:108645279,NA,LOC108645279
GeneID:108645295,NA,LOC108645295
GeneID:108645342,NA,LOC108645342
GeneID:108645347,XB-GENE-22069223,supt20hl1
GeneID:108645351,NA,LOC108645351
GeneID:108645355,NA,LOC108645355
GeneID:108645362,NA,LOC108645362
GeneID:108645365,NA,LOC108645365
GeneID:108645367,NA,LOC108645367
GeneID:108645368,NA,LOC108645368
GeneID:108645372,NA,LOC108645372
GeneID:108645379,NA,LOC108645379
GeneID:108645390,NA,LOC108645390
GeneID:108645394,NA,LOC108645394
GeneID:108645395,NA,LOC108645395
GeneID:108645398,NA,LOC108645398
GeneID:108645423,NA,LOC108645423
GeneID:108645426,NA,LOC108645426
GeneID:108645427,NA,LOC108645427
GeneID:108645441,NA,LOC108645441
GeneID:108645448,NA,LOC108645448
GeneID:108645503,NA,LOC108645503
GeneID:108645523,NA,LOC108645523
GeneID:108645524,NA,LOC108645524
GeneID:108645537,NA,LOC108645537
GeneID:108645541,NA,LOC108645541
GeneID:108645568,NA,ash1l
GeneID:108645569,NA,LOC108645569
GeneID:108645586,NA,LOC108645586
GeneID:108645628,NA,LOC108645628
GeneID:108645634,NA,LOC108645634
GeneID:108645636,NA,LOC108645636
GeneID:108645640,NA,LOC108645640
GeneID:108645658,NA,LOC108645658
GeneID:108645659,NA,LOC108645659
GeneID:108645662,NA,LOC108645662
GeneID:108645664,NA,LOC108645664
GeneID:108645666,NA,LOC108645666
GeneID:108645667,NA,LOC108645667
GeneID:108645668,NA,LOC108645668
GeneID:108645673,NA,LOC108645673
GeneID:108645679,NA,LOC108645679
GeneID:108645681,XB-GENE-22169665,acr.2
GeneID:108645698,NA,LOC108645698
GeneID:108645703,XB-GENE-983171,scrg1
GeneID:108645718,NA,LOC108645718
GeneID:108645719,NA,LOC108645719
GeneID:108645754,NA,LOC108645754
GeneID:108645756,NA,LOC108645756
GeneID:108645757,NA,LOC108645757
GeneID:108645767,NA,LOC108645767
GeneID:108645783,NA,bak1
GeneID:108645796,NA,LOC108645796
GeneID:108645831,NA,LOC108645831
GeneID:108645832,XB-GENE-6462249,tff3.6
GeneID:108645833,NA,LOC108645833
GeneID:108645841,NA,LOC108645841
GeneID:108645842,NA,LOC108645842
GeneID:108645872,NA,LOC108645872
GeneID:108645874,NA,LOC108645874
GeneID:108646156,NA,rtl9
GeneID:108646160,NA,LOC108646160
GeneID:108646161,NA,LOC108646161
GeneID:108646178,XB-GENE-22068895,pigbos1
GeneID:108646191,NA,LOC108646191
GeneID:108646195,NA,LOC108646195
GeneID:108646198,XB-GENE-5962496,dennd1c
GeneID:108646199,NA,LOC108646199
GeneID:108646221,XB-GENE-947075,anks1b
GeneID:108646236,NA,LOC108646236
GeneID:108646238,NA,LOC108646238
GeneID:108646241,NA,LOC108646241
GeneID:108646245,NA,LOC108646245
GeneID:108646246,NA,LOC108646246
GeneID:108646247,NA,LOC108646247
GeneID:108646249,XB-GENE-29072377,LOC108646249
GeneID:108646250,NA,LOC108646250
GeneID:108646251,NA,LOC108646251
GeneID:108646252,NA,LOC108646252
GeneID:108646253,NA,LOC108646253
GeneID:108646254,NA,LOC108646254
GeneID:108646256,NA,LOC108646256
GeneID:108646258,NA,LOC108646258
GeneID:108646259,NA,LOC108646259
GeneID:108646262,NA,LOC108646262
GeneID:108646263,NA,LOC108646263
GeneID:108646265,NA,LOC108646265
GeneID:108646266,NA,LOC108646266
GeneID:108646267,NA,LOC108646267
GeneID:108646268,NA,LOC108646268
GeneID:108646269,NA,LOC108646269
GeneID:108646270,NA,LOC108646270
GeneID:108646271,NA,LOC108646271
GeneID:108646272,NA,LOC108646272
GeneID:108646275,XB-GENE-22068067,c3h12orf42
GeneID:108646281,NA,LOC108646281
GeneID:108646285,NA,LOC108646285
GeneID:108647331,NA,LOC108647331
GeneID:108647333,NA,LOC108647333
GeneID:108647342,NA,LOC108647342
GeneID:108647343,NA,LOC108647343
GeneID:108647346,NA,LOC108647346
GeneID:108647348,NA,LOC108647348
GeneID:108647353,NA,LOC108647353
GeneID:108647354,NA,LOC108647354
GeneID:108647387,NA,LOC108647387
GeneID:108647421,NA,LOC108647421
GeneID:108647426,NA,LOC108647426
GeneID:108647431,NA,LOC108647431
GeneID:108647437,NA,LOC108647437
GeneID:108647597,XB-GENE-22164427,capn8.6
GeneID:108647598,NA,LOC108647598
GeneID:108647602,NA,LOC108647602
GeneID:108647604,XB-GENE-951465,arhgef33
GeneID:108647609,NA,LOC108647609
GeneID:108647610,NA,ncbp2as2
GeneID:108647613,NA,LOC108647613
GeneID:108647615,NA,LOC108647615
GeneID:108647623,NA,LOC108647623
GeneID:108647630,NA,LOC108647630
GeneID:108647631,NA,LOC108647631
GeneID:108647644,NA,LOC108647644
GeneID:108647647,NA,LOC108647647
GeneID:108647649,NA,LOC108647649
GeneID:108647650,NA,fshr
GeneID:108647661,NA,LOC108647661
GeneID:108647711,NA,LOC108647711
GeneID:108647836,NA,LOC108647836
GeneID:108647837,NA,LOC108647837
GeneID:108647843,NA,LOC108647843
GeneID:108647852,NA,LOC108647852
GeneID:108647857,NA,LOC108647857
GeneID:108647860,NA,LOC108647860
GeneID:108647869,NA,LOC108647869
GeneID:108647919,NA,LOC108647919
GeneID:108647920,NA,LOC108647920
GeneID:108647921,NA,LOC108647921
GeneID:108647923,NA,LOC108647923
GeneID:108647925,NA,LOC108647925
GeneID:108647931,NA,LOC108647931
GeneID:108647936,NA,LOC108647936
GeneID:108647937,XB-GENE-22064987,nxpe3l.3
GeneID:108648055,NA,LOC108648055
GeneID:108648058,NA,LOC108648058
GeneID:108648060,NA,LOC108648060
GeneID:108648061,NA,LOC108648061
GeneID:108648065,NA,LOC108648065
GeneID:108648066,NA,LOC108648066
GeneID:108648068,NA,LOC108648068
GeneID:108648069,NA,LOC108648069
GeneID:108648073,NA,LOC108648073
GeneID:108648074,NA,LOC108648074
GeneID:108648075,NA,LOC108648075
GeneID:108648076,NA,LOC108648076
GeneID:108648080,NA,LOC108648080
GeneID:108648088,NA,LOC108648088
GeneID:108648094,XB-GENE-994565,vsig2
GeneID:108648096,XB-GENE-6469254,vsig10l2
GeneID:108648098,XB-GENE-876701,il18
GeneID:108648102,NA,jhy
GeneID:108648104,NA,LOC108648104
GeneID:108648105,NA,LOC108648105
GeneID:108648106,NA,LOC108648106
GeneID:108648107,NA,LOC108648107
GeneID:108648108,NA,LOC108648108
GeneID:108648112,NA,LOC108648112
GeneID:108648117,NA,LOC108648117
GeneID:108648118,NA,LOC108648118
GeneID:108648121,XB-GENE-22069117,sftpa2
GeneID:108648123,NA,LOC108648123
GeneID:108648125,NA,LOC108648125
GeneID:108648126,NA,LOC108648126
GeneID:108648133,NA,LOC108648133
GeneID:108648138,NA,LOC108648138
GeneID:108648144,NA,tnfrsf4
GeneID:108648148,NA,LOC108648148
GeneID:108648152,NA,LOC108648152
GeneID:108648175,NA,LOC108648175
GeneID:108648189,NA,LOC108648189
GeneID:108648193,NA,LOC108648193
GeneID:108648202,NA,LOC108648202
GeneID:108648246,NA,LOC108648246
GeneID:108648247,NA,LOC108648247
GeneID:108648258,XB-GENE-22068762,nlrp4
GeneID:108648262,NA,LOC108648262
GeneID:108648264,NA,LOC108648264
GeneID:108648266,XB-GENE-486762,LOC108648266
GeneID:108648274,NA,LOC108648274
GeneID:108648283,NA,LOC108648283
GeneID:108648285,NA,LOC108648285
GeneID:108648286,NA,LOC108648286
GeneID:108648288,NA,LOC108648288
GeneID:108648292,NA,LOC108648292
GeneID:108648295,NA,LOC108648295
GeneID:108648296,NA,LOC108648296
GeneID:108648297,NA,LOC108648297
GeneID:108648300,NA,LOC108648300
GeneID:108648303,NA,LOC108648303
GeneID:108648307,NA,LOC108648307
GeneID:108648313,NA,LOC108648313
GeneID:108648315,NA,LOC108648315
GeneID:108648317,NA,LOC108648317
GeneID:108648321,NA,LOC108648321
GeneID:108648322,NA,LOC108648322
GeneID:108648340,XB-GENE-22063315,yrdcl
GeneID:108648353,XB-GENE-6462659,cfap77
GeneID:108648358,NA,LOC108648358
GeneID:108648368,XB-GENE-22169781,gatd3alb.2
GeneID:108648372,NA,LOC108648372
GeneID:108648373,NA,LOC108648373
GeneID:108648385,NA,LOC108648385
GeneID:108648388,NA,LOC108648388
GeneID:108648391,NA,LOC108648391
GeneID:108648771,XB-GENE-22169140,crygdl.37
GeneID:108648772,NA,LOC108648772
GeneID:108648775,NA,LOC108648775
GeneID:108648780,NA,LOC108648780
GeneID:108648781,NA,LOC108648781
GeneID:108648782,NA,LOC108648782
GeneID:108648783,NA,LOC108648783
GeneID:108648784,NA,LOC108648784
GeneID:108648787,NA,LOC108648787
GeneID:108648789,NA,LOC108648789
GeneID:108648791,NA,LOC108648791
GeneID:108648792,NA,LOC108648792
GeneID:108648793,NA,LOC108648793
GeneID:108648794,NA,LOC108648794
GeneID:108648796,NA,LOC108648796
GeneID:108648797,NA,LOC108648797
GeneID:108648803,NA,LOC108648803
GeneID:108648804,NA,LOC108648804
GeneID:108648813,NA,LOC108648813
GeneID:108648814,NA,LOC108648814
GeneID:108648815,NA,LOC108648815
GeneID:108648817,NA,LOC108648817
GeneID:108648818,NA,LOC108648818
GeneID:108648819,NA,LOC108648819
GeneID:108648826,NA,LOC108648826
GeneID:108648838,NA,LOC108648838
GeneID:108648841,NA,LOC108648841
GeneID:108648843,NA,LOC108648843
GeneID:108648845,NA,LOC108648845
GeneID:108648851,NA,LOC108648851
GeneID:108648854,NA,LOC108648854
GeneID:108648855,NA,LOC108648855
GeneID:108648856,NA,LOC108648856
GeneID:108648858,NA,LOC108648858
GeneID:108648870,NA,LOC108648870
GeneID:108648893,NA,LOC108648893
GeneID:108648894,NA,LOC108648894
GeneID:108648901,NA,LOC108648901
GeneID:108648928,NA,LOC108648928
GeneID:108648942,NA,LOC108648942
GeneID:108648947,NA,LOC108648947
GeneID:108648949,NA,LOC108648949
GeneID:108648950,NA,LOC108648950
GeneID:110386950,NA,slc2a11l2
GeneID:112694769,XB-GENE-964372,eif2s2
GeneID:113225353,XB-GENE-958519,tial1
GeneID:113455423,XB-GENE-25919000,mhc1-uba13.1
GeneID:113465273,NA,LOC113465273
GeneID:113939908,NA,ancv1r
GeneID:116406427,NA,LOC116406427
GeneID:116406428,NA,LOC116406428
GeneID:116406429,NA,p3h3
GeneID:116406430,NA,tufm
GeneID:116406431,NA,LOC116406431
GeneID:116406432,NA,ammecr1l
GeneID:116406433,NA,ccdc197
GeneID:116406434,NA,LOC116406434
GeneID:116406435,NA,LOC116406435
GeneID:116406436,NA,LOC116406436
GeneID:116406437,NA,LOC116406437
GeneID:116406439,NA,LOC116406439
GeneID:116406440,NA,LOC116406440
GeneID:116406441,NA,LOC116406441
GeneID:116406443,NA,LOC116406443
GeneID:116406444,NA,mtcl1
GeneID:116406445,NA,LOC116406445
GeneID:116406446,NA,LOC116406446
GeneID:116406447,NA,LOC116406447
GeneID:116406448,NA,LOC116406448
GeneID:116406449,NA,LOC116406449
GeneID:116406450,NA,LOC116406450
GeneID:116406451,NA,LOC116406451
GeneID:116406452,NA,LOC116406452
GeneID:116406453,NA,lrg1
GeneID:116406454,NA,LOC116406454
GeneID:116406455,NA,LOC116406455
GeneID:116406456,NA,LOC116406456
GeneID:116406459,NA,LOC116406459
GeneID:116406460,NA,LOC116406460
GeneID:116406461,NA,LOC116406461
GeneID:116406462,NA,LOC116406462
GeneID:116406463,NA,LOC116406463
GeneID:116406464,XB-GENE-29072348,LOC116406464
GeneID:116406465,NA,LOC116406465
GeneID:116406466,NA,LOC116406466
GeneID:116406467,NA,LOC116406467
GeneID:116406470,NA,LOC116406470
GeneID:116406471,NA,LOC116406471
GeneID:116406474,NA,LOC116406474
GeneID:116406475,NA,LOC116406475
GeneID:116406476,NA,LOC116406476
GeneID:116406477,NA,LOC116406477
GeneID:116406478,NA,LOC116406478
GeneID:116406479,NA,LOC116406479
GeneID:116406481,XB-GENE-25918920,mhc1-uba2.1
GeneID:116406483,NA,LOC116406483
GeneID:116406484,NA,LOC116406484
GeneID:116406486,NA,LOC116406486
GeneID:116406487,NA,LOC116406487
GeneID:116406488,NA,LOC116406488
GeneID:116406489,NA,LOC116406489
GeneID:116406490,NA,LOC116406490
GeneID:116406491,NA,LOC116406491
GeneID:116406493,NA,tfr2
GeneID:116406494,NA,LOC116406494
GeneID:116406495,NA,LOC116406495
GeneID:116406496,NA,LOC116406496
GeneID:116406497,NA,LOC116406497
GeneID:116406499,NA,LOC116406499
GeneID:116406501,NA,LOC116406501
GeneID:116406502,NA,LOC116406502
GeneID:116406503,NA,LOC116406503
GeneID:116406504,NA,LOC116406504
GeneID:116406505,NA,LOC116406505
GeneID:116406506,NA,LOC116406506
GeneID:116406508,NA,LOC116406508
GeneID:116406510,NA,LOC116406510
GeneID:116406511,NA,LOC116406511
GeneID:116406512,NA,LOC116406512
GeneID:116406514,NA,phf11
GeneID:116406515,NA,LOC116406515
GeneID:116406516,NA,LOC116406516
GeneID:116406517,NA,LOC116406517
GeneID:116406519,NA,LOC116406519
GeneID:116406521,NA,tmem271
GeneID:116406522,NA,LOC116406522
GeneID:116406526,NA,LOC116406526
GeneID:116406527,NA,LOC116406527
GeneID:116406528,NA,lrrc26
GeneID:116406529,NA,LOC116406529
GeneID:116406532,NA,LOC116406532
GeneID:116406533,NA,LOC116406533
GeneID:116406534,NA,LOC116406534
GeneID:116406535,NA,LOC116406535
GeneID:116406536,NA,LOC116406536
GeneID:116406538,NA,LOC116406538
GeneID:116406540,NA,LOC116406540
GeneID:116406541,NA,LOC116406541
GeneID:116406557,NA,LOC116406557
GeneID:116406559,NA,rnf208
GeneID:116406560,NA,cysrt1
GeneID:116406564,NA,LOC116406564
GeneID:116406565,NA,LOC116406565
GeneID:116406566,NA,LOC116406566
GeneID:116406574,NA,LOC116406574
GeneID:116406576,NA,LOC116406576
GeneID:116406577,NA,LOC116406577
GeneID:116406578,NA,LOC116406578
GeneID:116406579,NA,LOC116406579
GeneID:116406581,XB-GENE-25919004,mhc1-uba3
GeneID:116406583,NA,LOC116406583
GeneID:116406589,NA,LOC116406589
GeneID:116406590,NA,LOC116406590
GeneID:116406591,NA,LOC116406591
GeneID:116406592,NA,LOC116406592
GeneID:116406594,NA,LOC116406594
GeneID:116406601,NA,LOC116406601
GeneID:116406619,NA,slc35a2
GeneID:116406621,NA,LOC116406621
GeneID:116406623,NA,LOC116406623
GeneID:116406627,NA,LOC116406627
GeneID:116406628,NA,LOC116406628
GeneID:116406629,NA,ftsj1
GeneID:116406631,NA,LOC116406631
GeneID:116406632,NA,LOC116406632
GeneID:116406633,NA,LOC116406633
GeneID:116406634,XB-GENE-956774,cyp2a6.13
GeneID:116406635,XB-GENE-22064353,cyp2a6.11
GeneID:116406636,XB-GENE-22064221,cyp2a6.12
GeneID:116406638,NA,LOC116406638
GeneID:116406639,NA,LOC116406639
GeneID:116406640,NA,LOC116406640
GeneID:116406642,NA,LOC116406642
GeneID:116406643,NA,LOC116406643
GeneID:116406644,NA,jtb
GeneID:116406645,NA,LOC116406645
GeneID:116406646,NA,LOC116406646
GeneID:116406647,NA,rnf212b
GeneID:116406648,NA,LOC116406648
GeneID:116406650,NA,LOC116406650
GeneID:116406651,NA,LOC116406651
GeneID:116406652,NA,LOC116406652
GeneID:116406653,NA,LOC116406653
GeneID:116406654,NA,LOC116406654
GeneID:116406655,NA,LOC116406655
GeneID:116406659,NA,LOC116406659
GeneID:116406661,NA,LOC116406661
GeneID:116406662,NA,LOC116406662
GeneID:116406665,NA,LOC116406665
GeneID:116406669,NA,LOC116406669
GeneID:116406673,NA,muc1
GeneID:116406674,NA,gba
GeneID:116406675,NA,trim46
GeneID:116406682,NA,LOC116406682
GeneID:116406683,NA,LOC116406683
GeneID:116406687,NA,LOC116406687
GeneID:116406692,NA,LOC116406692
GeneID:116406696,NA,sertm2
GeneID:116406699,NA,LOC116406699
GeneID:116406704,NA,LOC116406704
GeneID:116406705,NA,LOC116406705
GeneID:116406707,NA,LOC116406707
GeneID:116406709,NA,LOC116406709
GeneID:116406710,NA,LOC116406710
GeneID:116406711,NA,LOC116406711
GeneID:116406712,NA,LOC116406712
GeneID:116406716,NA,LOC116406716
GeneID:116406719,NA,LOC116406719
GeneID:116406720,NA,LOC116406720
GeneID:116406721,NA,sapcd2
GeneID:116406722,NA,LOC116406722
GeneID:116406725,NA,flad1
GeneID:116406726,NA,LOC116406726
GeneID:116406727,NA,ccdc120
GeneID:116406729,NA,ppp1r18
GeneID:116406730,NA,LOC116406730
GeneID:116406731,NA,LOC116406731
GeneID:116406732,NA,LOC116406732
GeneID:116406733,NA,esx1
GeneID:116406734,NA,uxt
GeneID:116406735,NA,LOC116406735
GeneID:116406737,NA,LOC116406737
GeneID:116406738,NA,LOC116406738
GeneID:116406739,NA,LOC116406739
GeneID:116406742,NA,LOC116406742
GeneID:116406745,NA,LOC116406745
GeneID:116406749,NA,LOC116406749
GeneID:116406750,NA,mymk
